singer,title,film_album,film_or_nonfilm,year,Language
Harbhajan Mann,Chithiye Ni Chithiye,Chithiye Ni Chithiye,Non-film,1992,Punjabi
Harbhajan Mann,Jag Jeondeyan De Mele,Jag Jeondeyan de Mele,Non-film,1995,Punjabi
Harbhajan Mann,Bhij Gayi Kurti Lal,Jag Jeondeyan de Mele,Non-film,1995,Punjabi
Harbhajan Mann,Vadhaiyan Jee Vadhaiyan,Vadhaiyan Jee Vadhaiyan,Non-film,1996,Punjabi
Harbhajan Mann,Chan Kithan Guzari,Vadhaiyan Jee Vadhaiyan,Non-film,1996,Punjabi
Harbhajan Mann,Oye Hoye,Oye-Hoye,Non-film,1999,Punjabi
Harbhajan Mann,Gallan Goriyan,Oye-Hoye,Non-film,1999,Punjabi
Harbhajan Mann,Lali,Oye-Hoye,Non-film,1999,Punjabi
Harbhajan Mann,Akhiyan,Oye-Hoye,Non-film,1999,Punjabi
Harbhajan Mann,Lala Lala Lala,Lala Lala Lala,Non-film,2000,Punjabi
Harbhajan Mann,Haaye Meri Billo,Haaye Meri Billo,Non-film,2001,Punjabi
Harbhajan Mann,Nachlai,Nachlai,Non-film,2001,Punjabi
Harbhajan Mann,Main Wari,Jee Aayan Nu,Film,2002,Punjabi
Harbhajan Mann,Satrangi Peengh,Satrangi Peengh,Non-film,2003,Punjabi
Harbhajan Mann,Long Gavaiyan,Asa Nu Maan Watna Da,Film,2004,Punjabi
Harbhajan Mann,Dil Dol Gaya,Dil Dol Gaya,Non-film,2005,Punjabi
Harbhajan Mann,Tin Rang,Dil Apna Punjabi,Film,2006,Punjabi
Harbhajan Mann,Hai Sohniya,Mitti Wajaan Maardi,Film,2007,Punjabi
Harbhajan Mann,Jee Nai Lagda,Jag Jeondeyan De Mele,Film,2009,Punjabi
Harbhajan Mann,Vaari Vaari,Vaari Vaari,Non-film,2010,Punjabi
Harbhajan Mann,Teri Meri Jodi,Haani,Film,2013,Punjabi
Harbhajan Mann,Husn : The Kali,Husn : The Kali - Single,Non-film,2015,Punjabi
Harbhajan Mann,Kangan,Kangan - Single,Non-film,2018,Punjabi
Hans Raj Hans,Jogian De Kanna Wich,Jogian De Kanna Wich,Non-film,1983,Punjabi
Hans Raj Hans,Ek Dang Hor Mar Ja,Ek Dang Hor Mar Ja,Non-film,1987,Punjabi
Hans Raj Hans,Balle Ni Rahe Rahe,Balle Ni Rahe Rahe,Non-film,1989,Punjabi
Hans Raj Hans,Tera Mera Pyar,Tera Mera Pyar,Non-film,1990,Punjabi
Hans Raj Hans,Aar Tutdi Naa Paar Tutdi,Aar Tutdi Naa Paar Tutdi,Non-film,1992,Punjabi
Hans Raj Hans,Nachi Jo Sade Naal,Ishqe Di Barsaat,Non-film,1993,Punjabi
Hans Raj Hans,Mohabbat,Mohabbat,Non-film,1994,Punjabi
Hans Raj Hans,Lal Garara,Lal Garara,Non-film,1996,Punjabi
Hans Raj Hans,Gidha Boliyan,Tera Mera Pyar,Non-film,1990,Punjabi
Hans Raj Hans,Dil Chori Sada Ho Gaya,Chorni,Non-film,2000,Punjabi
Hans Raj Hans,Sili Sili Hawa,Chorni,Non-film,2000,Punjabi
Hans Raj Hans,Chorni,Chorni,Non-film,2000,Punjabi
Hans Raj Hans,Nit Khair Manga,Tera Mera Pyar,Non-film,1990,Punjabi
Hans Raj Hans,Jhanjar,Jhanjar,Non-film,2001,Punjabi
Hans Raj Hans,Sab Ton Sohni,Sab Ton Sohni,Non-film,2001,Punjabi
Hans Raj Hans,Haaye Sohniye,Haaye Sohniye,Non-film,2002,Punjabi
Hans Raj Hans,Tera Ishq,Tera Ishq,Non-film,2003,Punjabi
Hans Raj Hans,Appa Dowey,Jhanjhar,Non-film,2005,Punjabi
Hans Raj Hans,Wanjara,Wanjara,Non-film,2007,Punjabi
Hans Raj Hans,Yaara O Yaara,Yaara O Yaara,Non-film,2008,Punjabi
Hans Raj Hans,Saanu Tedi Tedi Takdi Tu,Goreyan Nu Daffa Karo,Film,2014,Punjabi
Hans Raj Hans,Jaadu,Jaadu,Non-film,2014,Punjabi
Hans Raj Hans,Ishq Haqiqi,Ishq Haqiqi,Non-film,2016,Punjabi
Hans Raj Hans,Mundeh Punjabi,Mundeh Punjabi,Non-film,2017,Punjabi
Hans Raj Hans,De De Gehra,De De Gehra,Non-film,2008,Punjabi
Kanwar Grewal,Akhan,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Ishq,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Sun Sajna,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Mast,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Ranjha,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Lajpalan,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Chhalla,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Doltaan,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Been,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Garhva,Akhan,Non-film,2013,Punjabi
Kanwar Grewal,Ramzaan Yaar Diyaan,Jogi Naath,Non-film,2013,Punjabi
Kanwar Grewal,Kothe Di Kanjri,Jogi Naath,Non-film,2013,Punjabi
Kanwar Grewal,Tera Ishq,Jogi Naath,Non-film,2013,Punjabi
Kanwar Grewal,Tappe,Unforgettable Sufi,Non-film,2013,Punjabi
Kanwar Grewal,Raanjheya Ve,Ranjha Vi Tu Mera Maula Vi Tu,Non-film,2014,Punjabi
Kanwar Grewal,Ticketan,Ticketan,Non-film,2015,Punjabi
Kanwar Grewal,Faqeera,Ardaas,Film,2016,Punjabi
Kanwar Grewal,Toomba Vajjda,Toomba Vajjda,Non-film,2016,Punjabi
Kanwar Grewal,Mastana Jogi,Mastana Jogi,Non-film,2016,Punjabi
Kanwar Grewal,Takkdi,Takkdi,Non-film,2017,Punjabi
Kanwar Grewal,Chitthiye,Ek Ladki Ko Dekha Toh Aisa Laga,Film,2019,Punjabi
Kanwar Grewal,Ailaan,Ailaan,Non-film,2020,Punjabi
Kanwar Grewal,Morcha,Morcha,Non-film,2021,Punjabi
Kanwar Grewal,Zamaane,Zamaane,Non-film,2023,Punjabi
Kanwar Grewal,Poh Mahina,Poh Mahina,Non-film,2023,Punjabi
Manmohan Waris,Gairan Naal Peenghan Jhootdeye,Gairan Naal Peenghan Jhootdeye,Non-film,1993,Punjabi
Manmohan Waris,Hasdian De Ghar Vasde,Hasdian De Ghar Vasde,Non-film,1994,Punjabi
Manmohan Waris,Sohniya De Laare,Sohniya De Laare,Non-film,1996,Punjabi
Manmohan Waris,Husn Da Jadu,Husn Da Jadu,Non-film,1996,Punjabi
Manmohan Waris,Sajjre Challe Muklave,Sajjre Challe Muklave,Non-film,1997,Punjabi
Manmohan Waris,Chardi Kala Ch Panth Maharaj Da,Chardi Kala Ch Panth Maharaj Da,Non-film,1997,Punjabi
Manmohan Waris,Mitran Da Pind,Mitran Da Pind,Non-film,1998,Punjabi
Manmohan Waris,Gajray Gori De,Gajray Gori De,Non-film,2000,Punjabi
Manmohan Waris,Dil Vatte Dil,Dil Vatte Dil,Non-film,2000,Punjabi
Manmohan Waris,Gaune Shinde Da,Gaune Shinde Da,Non-film,2001,Punjabi
Manmohan Waris,Dil Nachda,Dil Nachda,Non-film,2003,Punjabi
Manmohan Waris,Nachiye Majajne,Nachiye Majajne,Non-film,2004,Punjabi
Manmohan Waris,Tasveer,Punjabi Virsa 2005,Non-film,2005,Punjabi
Manmohan Waris,Dil Te Na Laeen,Dil Te Na Laeen,Non-film,2007,Punjabi
Manmohan Waris,Laare Giniye,Dil Te Na Laeen,Non-film,2007,Punjabi
Manmohan Waris,Aaja Bapu,Dil Te Na Laeen,Non-film,2007,Punjabi
Manmohan Waris,Do Tara,Punjabi Virsa 2008,Non-film,2008,Punjabi
Manmohan Waris,Dil Di Rani,Dil Di Rani,Non-film,2010,Punjabi
Manmohan Waris,Castle Bromwich,Castle Bromwich,Non-film,2011,Punjabi
Manmohan Waris,Naanke,Naanke,Non-film,2012,Punjabi
Manmohan Waris,Teri Bewafai,Unity,Non-film,2014,Punjabi
Manmohan Waris,Zindagi,Zindagi,Non-film,2014,Punjabi
Manmohan Waris,Tappe,Punjabi Virsa 2017,Non-film,2017,Punjabi
Manmohan Waris,Dhakk,Dhakk,Non-film,2019,Punjabi
Manmohan Waris,Gani,Gani,Non-film,2020,Punjabi
Kamal Heer,Kanthay Vala,Masti-Kanthay Vala,Non-film,2002,Punjabi
Kamal Heer,Nachne Nu Kare Mera Jee,Masti-Kanthay Vala,Non-film,2002,Punjabi
Kamal Heer,Pehli Gidhe Vich,Masti-Kanthay Vala,Non-film,2002,Punjabi
Kamal Heer,Yaar Di Shaadi,Masti 2,Non-film,2003,Punjabi
Kamal Heer,Kala Doriya,Masti 2,Non-film,2003,Punjabi
Kamal Heer,Hath Hath Gadi,Masti 2,Non-film,2003,Punjabi
Kamal Heer,Pind Phera,Punjabi Virsa 2004,Non-film,2004,Punjabi
Kamal Heer,Ik Boli,Punjabi Virsa 2006,Non-film,2006,Punjabi
Kamal Heer,Chan Jiha Gabhru,Chan Jiha Gabhru,Non-film,2007,Punjabi
Kamal Heer,Jinday Ni Jinday,Jinday Ni Jinday,Non-film,2009,Punjabi
Kamal Heer,Chete Karda,Jinday Ni Jinday,Non-film,2009,Punjabi
Kamal Heer,Theke Te,Jinday Ni Jinday,Non-film,2009,Punjabi
Kamal Heer,Nashedi Dil,Jinday Ni Jinday,Non-film,2009,Punjabi
Kamal Heer,Google,Google,Non-film,2011,Punjabi
Kamal Heer,Club Wich,Club Wich,Non-film,2012,Punjabi
Kamal Heer,Facebook,Facebook,Non-film,2013,Punjabi
Kamal Heer,Desi Disc,Unity,Non-film,2014,Punjabi
Kamal Heer,End,End,Non-film,2014,Punjabi
Kamal Heer,Mutiyaar,Mutiyaar,Non-film,2015,Punjabi
Kamal Heer,Tera Hero,Tera Hero,Non-film,2016,Punjabi
Kamal Heer,Shounk,Shounk,Non-film,2018,Punjabi
Kamal Heer,Jutti,Jutti,Non-film,2019,Punjabi
Kamal Heer,Dhol,Dhol,Non-film,2020,Punjabi
Kamal Heer,Hawa,Hawa,Non-film,2021,Punjabi
Kamal Heer,Jatt,Jatt,Non-film,2022,Punjabi
Master Saleem,Charkhe Di Ghook,Charkhe Di Ghook,Non-film,2005,Punjabi
Master Saleem,Ik Charkha Gali De Vich,Ik Charkha Gali De Vich,Non-film,2006,Punjabi
Master Saleem,Dhol Jageero Da,Dhol Jageero Da,Non-film,2006,Punjabi
Master Saleem,Mele Mittran De,Mele Mittran De,Non-film,2007,Punjabi
Master Saleem,Sajni,Sajni,Non-film,2007,Punjabi
Master Saleem,Maa,Maa,Non-film,2008,Punjabi
Master Saleem,Roti,Roti,Non-film,2008,Punjabi
Master Saleem,Glassy,Glassy,Non-film,2009,Punjabi
Master Saleem,Tera Mera Rishta,Tera Mera Rishta,Film,2009,Punjabi
Master Saleem,Aaja Ve Mahi,Aaja Ve Mahi,Non-film,2010,Punjabi
Master Saleem,Jatt Di Zameen,Jatt Di Zameen,Film,2010,Punjabi
Master Saleem,Sher,Sher,Non-film,2011,Punjabi
Master Saleem,Chan,Chan,Non-film,2012,Punjabi
Master Saleem,Mela,Mela,Non-film,2012,Punjabi
Master Saleem,Teri Meri Jodi,Teri Meri Jodi,Non-film,2013,Punjabi
Master Saleem,Canada,Canada,Non-film,2014,Punjabi
Master Saleem,Yaari,Yaari,Non-film,2014,Punjabi
Master Saleem,Tere Bin,Tere Bin,Non-film,2015,Punjabi
Master Saleem,Nachchan To Pehlan,Nachchan To Pehlan,Non-film,2016,Punjabi
Master Saleem,Akhan,Akhan,Non-film,2017,Punjabi
Master Saleem,Jigra,Jigra,Non-film,2018,Punjabi
Master Saleem,Saiyan,Saiyan,Non-film,2019,Punjabi
Master Saleem,Rula Gai,Rula Gai,Non-film,2020,Punjabi
Master Saleem,Angreji Wali Madam,Angreji Wali Madam,Non-film,2021,Punjabi
Master Saleem,Fakeeran,Fakeeran,Non-film,2022,Punjabi
Dilpreet Dhillon,Gunday No. 1,Gunday No. 1,Non-film,2014,Punjabi
Dilpreet Dhillon,32 Bore,32 Bore,Non-film,2014,Punjabi
Dilpreet Dhillon,Thar Wala Yaar,Thar Wala Yaar,Non-film,2015,Punjabi
Dilpreet Dhillon,Gulab,Gulab,Non-film,2015,Punjabi
Dilpreet Dhillon,Fire Bolde,Fire Bolde,Non-film,2016,Punjabi
Dilpreet Dhillon,Yaaran Da Group,Yaaran Da Group,Non-film,2017,Punjabi
Dilpreet Dhillon,Rangle Dupatte,Rangle Dupatte,Non-film,2019,Punjabi
Dilpreet Dhillon,Glock,Jinde Meriye,Film,2020,Punjabi
Dilpreet Dhillon,Jatt Te Jawani,Jatt Te Jawani,Non-film,2020,Punjabi
Dilpreet Dhillon,Style,Style,Non-film,2021,Punjabi
Dilpreet Dhillon,Karnama,Karnama,Non-film,2021,Punjabi
Dilpreet Dhillon,Loota,Loota,Non-film,2022,Punjabi
Dilpreet Dhillon,90 Degree,90 Degree,Non-film,2022,Punjabi
Dilpreet Dhillon,GT Road,GT Road,Non-film,2022,Punjabi
Dilpreet Dhillon,Famous,Let’s Go,Non-film,2023,Punjabi
Dilpreet Dhillon,Scene,Let’s Go,Non-film,2023,Punjabi
Dilpreet Dhillon,Jatt Disde,Jatt Disde,Non-film,2023,Punjabi
Dilpreet Dhillon,Ranjhe,Ranjhe,Non-film,2023,Punjabi
Dilpreet Dhillon,Kaala Ghoda,Kaala Ghoda,Non-film,2023,Punjabi
Dilpreet Dhillon,13 Vein Sadi,13 Vein Sadi,Non-film,2023,Punjabi
